ratio,jaccard,tfidf,embedding
0.05,0.8571428571428571,0.9954587489818003,0.9808363
0.1,0.8309859154929577,0.9874879110310771,0.9806609
0.15,0.8309859154929577,0.9909378178234963,0.97517496
0.2,0.8571428571428571,0.9920299344350031,0.97636366
0.25,0.6993464052287581,0.9683017358278986,0.98100984
0.05,0.7679180887372014,0.9877921598862637,0.8801619
0.1,0.8133802816901409,0.9934449072313213,0.8847234
0.15,0.5815384615384616,0.9641703362245748,0.83980715
0.2,0.5102040816326531,0.9536971182840691,0.9068086
0.25,0.5787878787878787,0.9551329791366701,0.82015467
0.05,0.7936507936507936,0.9802720929458616,0.87636954
0.1,0.8536585365853658,0.9902820323349523,0.98996127
0.15,0.6992481203007519,0.9760029056656523,0.9796046
0.2,0.6888888888888889,0.9542191367090622,0.974545
0.25,0.6962962962962963,0.9606338870462386,0.9813281
0.05,0.781021897810219,0.9896693473010959,0.8974819
0.1,0.7890909090909091,0.9888874729525684,0.94720346
0.15,0.6896551724137931,0.978625951188916,0.92641705
0.2,0.5076923076923077,0.9617081074690241,0.8649158
0.25,0.5718849840255591,0.9657563286134433,0.8975364
0.05,0.8686868686868687,0.9934537278416393,0.9806322
0.1,0.8969072164948454,0.9935669599100798,0.9827875
0.15,0.6972477064220184,0.9655798631927739,0.9885387
0.2,0.7619047619047619,0.9636957218407851,0.9768245
0.25,0.7129629629629629,0.9577538673216532,0.96561396
0.05,0.8272727272727273,0.9833656256692653,0.9812311
0.1,0.6260162601626016,0.9476651204059808,0.96729827
0.15,0.639344262295082,0.9348261582191699,0.9633379
0.2,0.6611570247933884,0.956028515630357,0.9867349
0.25,0.6260162601626016,0.9476651204059808,0.959818
0.05,0.7960526315789473,0.9877166931338786,0.98361117
0.1,0.7662337662337663,0.9864198636483186,0.9826591
0.15,0.6484848484848484,0.9691367687919131,0.9717653
0.2,0.611764705882353,0.9538479444397695,0.96485734
0.25,0.5895953757225434,0.9498484455359738,0.96832395
0.05,0.8169934640522876,0.9939616491611282,0.9775413
0.1,0.7658227848101266,0.9870532625934959,0.98414385
0.15,0.7329192546583851,0.9793676667236875,0.95659184
0.2,0.6909090909090909,0.9727254844156903,0.9789808
0.25,0.5909090909090909,0.9582667615717722,0.98178023
0.05,0.8604651162790697,0.9958499274298456,0.9623822
0.1,0.7937219730941704,0.988575691964251,0.9751612
0.15,0.7434782608695653,0.9859687840936113,0.96429956
0.2,0.6528925619834711,0.9715034193158159,0.9546735
0.25,0.5787401574803149,0.9653302240676516,0.96844447
